$Tacheo; Xlocal (m); Ylocal (m); Zlocal (m); Hz (rad); V (rad); di (m); False T_GNSS (s)
OR
$GNSS; lat (degrees); lon (degrees); alt_ellips (m); True T_GNSS (s); Xmn95; Ymn95; H RAN95 
$GNSS;46.78069892;6.66175599;512.078;44105.500;2540672.576;1181353.192;462.310
$Tacheo;1071.6066;1994.2320;3013.4111;1.651174;1.386237;73.0844;44105.553
$Tacheo;1071.6025;1994.2479;3013.4533;1.650958;1.385655;73.0869;44105.663
$Tacheo;1071.5984;1994.2553;3013.5033;1.650860;1.384972;73.0916;44105.767
$Tacheo;1071.5973;1994.2659;3013.5658;1.650714;1.384126;73.1012;44105.873
$Tacheo;1071.5975;1994.2728;3013.6123;1.650618;1.383501;73.1095;44105.982
$GNSS;46.78069935;6.66175581;512.309;44106.000;2540672.562;1181353.240;462.541
$Tacheo;1071.5986;1994.2759;3013.6369;1.650574;1.383172;73.1149;44106.048
$Tacheo;1071.6019;1994.2776;3013.7167;1.650546;1.382108;73.1330;44106.155
$Tacheo;1071.6045;1994.2755;3013.7798;1.650573;1.381268;73.1475;44106.262
$Tacheo;1071.6078;1994.2631;3013.8801;1.650741;1.379932;73.1707;44106.369
$Tacheo;1071.6100;1994.2549;3013.9796;1.650852;1.378605;73.1924;44106.478
$GNSS;46.78069906;6.66175564;512.552;44106.500;2540672.549;1181353.208;462.784
$Tacheo;1071.6101;1994.2525;3014.0404;1.650885;1.377790;73.2044;44106.549
$Tacheo;1071.6096;1994.2496;3014.1032;1.650927;1.376948;73.2162;44106.656
$Tacheo;1071.6080;1994.2449;3014.1741;1.650993;1.375995;73.2287;44106.759
$Tacheo;1071.6066;1994.2448;3014.2956;1.650996;1.374363;73.2509;44106.852
$Tacheo;1071.6064;1994.2474;3014.3888;1.650960;1.373114;73.2688;44106.959
$GNSS;46.78069901;6.66175898;512.899;44107.000;2540672.804;1181353.200;463.131
$Tacheo;1071.6085;1994.2522;3014.5311;1.650892;1.371215;73.2985;44107.050
$Tacheo;1071.6117;1994.2616;3014.6540;1.650758;1.369579;73.3254;44107.161
$Tacheo;1071.6148;1994.2792;3014.7532;1.650510;1.368258;73.3469;44107.266
$Tacheo;1071.6166;1994.2926;3014.8047;1.650322;1.367573;73.3580;44107.372
$Tacheo;1071.6190;1994.3079;3014.8497;1.650107;1.366975;73.3683;44107.478
$GNSS;46.78069997;6.66175435;513.609;44107.500;2540672.452;1181353.310;463.841
$Tacheo;1071.6204;1994.3131;3014.8652;1.650034;1.366771;73.3724;44107.537
$Tacheo;1071.6250;1994.3286;3014.9073;1.649814;1.366218;73.3842;44107.630
$Tacheo;1071.6283;1994.3364;3014.9289;1.649701;1.365938;73.3912;44107.736
$Tacheo;1071.6336;1994.3467;3014.9521;1.649553;1.365640;73.4003;44107.842
$Tacheo;1071.6385;1994.3539;3014.9647;1.649447;1.365485;73.4071;44107.948
$GNSS;46.78070092;6.66175701;513.778;44108.000;2540672.656;1181353.414;464.010
$Tacheo;1071.6432;1994.3619;3014.9767;1.649331;1.365336;73.4135;44108.041
$Tacheo;1071.6492;1994.3768;3014.9851;1.649118;1.365237;73.4200;44108.133
$Tacheo;1071.6585;1994.3925;3014.9803;1.648890;1.365323;73.4269;44108.241
$Tacheo;1071.6581;1994.4261;3014.9715;1.648424;1.365433;73.4221;44108.349
$Tacheo;1071.6343;1994.4316;3014.9566;1.648374;1.365564;73.3954;44108.455
$GNSS;46.78070031;6.66175516;513.766;44108.500;2540672.514;1181353.347;463.998
$Tacheo;1071.6027;1994.4508;3014.9465;1.648142;1.365608;73.3611;44108.548
$Tacheo;1071.5579;1994.4786;3014.9402;1.647804;1.365562;73.3140;44108.651
$Tacheo;1071.4959;1994.5099;3014.9349;1.647435;1.365454;73.2500;44108.743
$Tacheo;1071.3790;1994.5583;3014.9291;1.646886;1.365196;73.1311;44108.849
$Tacheo;1071.2800;1994.5976;3014.9268;1.646443;1.364943;73.0311;44108.955
$GNSS;46.78069807;6.66175227;513.606;44109.000;2540672.291;1181353.101;463.838
$Tacheo;1071.1089;1994.6609;3014.9173;1.645739;1.364578;72.8574;44109.050
$Tacheo;1070.9824;1994.7037;3014.9095;1.645273;1.364319;72.7292;44109.143
$Tacheo;1070.8375;1994.7542;3014.9023;1.644715;1.363997;72.5827;44109.249
$Tacheo;1070.6038;1994.8281;3014.8882;1.643918;1.363511;72.3463;44109.356
$Tacheo;1070.4319;1994.8806;3014.8771;1.643354;1.363162;72.1725;44109.462
$GNSS;46.78069382;6.66173980;513.546;44109.500;2540671.334;1181352.638;463.778
$Tacheo;1070.1585;1994.9617;3014.8628;1.642487;1.362558;71.8970;44109.551
$Tacheo;1069.9560;1995.0136;3014.8491;1.641955;1.362151;71.6930;44109.660
$Tacheo;1069.6421;1995.1000;3014.8275;1.641040;1.361521;71.3762;44109.767
$Tacheo;1069.2915;1995.2039;3014.8118;1.639902;1.360693;71.0237;44109.875
$Tacheo;1068.9186;1995.2896;3014.7979;1.639037;1.359770;70.6512;44109.983
$GNSS;46.78068646;6.66172409;513.489;44110.000;2540670.126;1181351.831;463.721
$Tacheo;1068.7898;1995.3211;3014.7901;1.638709;1.359490;70.5218;44110.043
$Tacheo;1068.5355;1995.3863;3014.7740;1.638013;1.358943;70.2661;44110.135
$Tacheo;1068.1195;1995.4871;3014.7472;1.636950;1.358048;69.8481;44110.243
$Tacheo;1067.8330;1995.5552;3014.7259;1.636228;1.357467;69.5598;44110.349
$Tacheo;1067.3937;1995.6560;3014.6908;1.635165;1.356600;69.1175;44110.453
$GNSS;46.78067693;6.66170484;513.381;44110.500;2540668.645;1181350.787;463.613
$Tacheo;1067.0837;1995.7230;3014.6708;1.634467;1.355915;68.8068;44110.545
$Tacheo;1066.7744;1995.7896;3014.6573;1.633767;1.355134;68.4982;44110.638
$Tacheo;1066.2832;1995.8890;3014.6406;1.632738;1.353811;68.0097;44110.745
$Tacheo;1065.9532;1995.9566;3014.6310;1.632027;1.352888;67.6819;44110.849
$Tacheo;1065.4413;1996.0582;3014.6167;1.630957;1.351432;67.1740;44110.942
$GNSS;46.78066498;6.66168351;513.257;44111.000;2540667.003;1181349.474;463.489
$Tacheo;1065.0968;1996.1231;3014.6085;1.630282;1.350420;66.8328;44111.048
$Tacheo;1064.7321;1996.1861;3014.5979;1.629647;1.349365;66.4716;44111.153
$Tacheo;1063.8052;1996.3500;3014.5863;1.627940;1.346406;65.5572;44111.341
$Tacheo;1063.2301;1996.4479;3014.5778;1.626915;1.344549;64.9902;44111.448
$GNSS;46.78065171;6.66166036;513.177;44111.500;2540665.221;1181348.017;463.409
$Tacheo;1062.8467;1996.5141;3014.5674;1.626207;1.343364;64.6113;44111.551
$Tacheo;1062.4486;1996.5772;3014.5575;1.625552;1.342106;64.2184;44111.654
$Tacheo;1061.8444;1996.6776;3014.5325;1.624467;1.340319;63.6199;44111.745
$Tacheo;1061.4453;1996.7392;3014.4977;1.623815;1.339403;63.2208;44111.838
$Tacheo;1060.8285;1996.8429;3014.3806;1.622651;1.338947;62.5891;44111.944
$GNSS;46.78063684;6.66163572;513.204;44112.000;2540663.323;1181346.382;463.436
$Tacheo;1060.4183;1996.9076;3014.2561;1.621935;1.339371;62.1585;44112.046
$Tacheo;1059.8010;1997.0073;3014.0310;1.620799;1.340615;61.5019;44112.153
$Tacheo;1059.3825;1997.0737;3013.8693;1.620036;1.341619;61.0548;44112.259
$Tacheo;1058.9493;1997.1435;3013.6949;1.619215;1.342787;60.5905;44112.365
$Tacheo;1058.0663;1997.2786;3013.3542;1.617630;1.344985;59.6482;44112.471
$GNSS;46.78062140;6.66160956;512.412;44112.500;2540661.308;1181344.686;462.644
$Tacheo;1057.8428;1997.3132;3013.2658;1.617213;1.345587;59.4092;44112.549
$Tacheo;1057.1762;1997.4141;3013.0035;1.615992;1.347392;58.6971;44112.655
$Tacheo;1056.7301;1997.4815;3012.8314;1.615161;1.348568;58.2215;44112.760
$Tacheo;1055.8225;1997.6198;3012.5021;1.613409;1.350664;57.2586;44112.872
$Tacheo;1055.3559;1997.7165;3012.3361;1.612025;1.351709;56.7635;44112.980
$GNSS;46.78060463;6.66158232;511.110;44113.000;2540659.210;1181342.842;461.342
$Tacheo;1054.8920;1997.7637;3012.1805;1.611513;1.352611;56.2753;44113.043
$Tacheo;1054.4122;1997.8360;3012.0366;1.610546;1.353257;55.7733;44113.135
$Tacheo;1053.9394;1997.9072;3011.9095;1.609576;1.353647;55.2818;44113.243
$Tacheo;1053.2182;1998.0170;3011.7420;1.608040;1.353782;54.5378;44113.349
$Tacheo;1052.7429;1998.0869;3011.6466;1.607053;1.353604;54.0509;44113.454
$GNSS;46.78058769;6.66155373;509.850;44113.500;2540657.008;1181340.981;460.082
$Tacheo;1052.2644;1998.1591;3011.5661;1.606005;1.353138;53.5641;44113.552
$Tacheo;1051.3067;1998.3172;3011.4458;1.603584;1.351419;52.5983;44113.659
$Tacheo;1050.8468;1998.4091;3011.4088;1.602074;1.350180;52.1387;44113.761
$Tacheo;1050.3728;1998.6033;3011.3888;1.598517;1.348528;51.6665;44113.852
$Tacheo;1049.8889;1998.6316;3011.3780;1.598219;1.346647;51.1916;44113.947
$GNSS;46.78057011;6.66152421;509.580;44114.000;2540654.734;1181339.049;459.812
$Tacheo;1049.4130;1998.7585;3011.3751;1.595917;1.344603;50.7239;44114.049
$Tacheo;1048.6893;1998.9609;3011.3744;1.592134;1.341350;50.0143;44114.156
$Tacheo;1047.9588;1999.1783;3011.3818;1.587929;1.337816;49.3010;44114.260
$Tacheo;1047.4945;1999.3188;3011.3802;1.585139;1.335643;48.8468;44114.366
$Tacheo;1047.0265;1999.6196;3011.3605;1.578886;1.333769;48.3839;44114.474
$GNSS;46.78055630;6.66148975;509.809;44114.500;2540652.087;1181337.540;460.040
$Tacheo;1046.3226;1999.6872;3011.2932;1.577549;1.331671;47.6835;44114.551
$Tacheo;1045.6569;1999.9029;3011.2067;1.572922;1.330101;47.0153;44114.655
$Tacheo;1045.4390;1999.9728;3011.1697;1.571396;1.329759;46.7948;44114.754
$Tacheo;1044.5334;2000.2641;3010.9982;1.564866;1.328681;45.8752;44114.863
$Tacheo;1044.1055;2000.4023;3010.9043;1.561676;1.328435;45.4382;44114.971
$GNSS;46.78054293;6.66145781;509.832;44115.000;2540649.633;1181336.078;460.063
$Tacheo;1043.8981;2000.4688;3010.8575;1.560117;1.328342;45.2263;44115.050
$Tacheo;1043.2616;2000.6714;3010.7077;1.555279;1.328191;44.5750;44115.157
$Tacheo;1042.8683;2000.7971;3010.6139;1.552205;1.328124;44.1728;44115.263
$Tacheo;1042.0454;2001.0493;3010.4102;1.545844;1.328156;43.3305;44115.373
$Tacheo;1041.6614;2001.1655;3010.3130;1.542828;1.328223;42.9375;44115.478
$GNSS;46.78052972;6.66142983;509.088;44115.500;2540647.482;1181334.631;459.319
$Tacheo;1041.4726;2001.2227;3010.2651;1.541323;1.328260;42.7444;44115.540
$Tacheo;1040.9053;2001.3927;3010.1142;1.536763;1.328534;42.1629;44115.635
$Tacheo;1040.5423;2001.5021;3010.0122;1.533763;1.328843;41.7901;44115.742
$Tacheo;1039.9950;2001.6691;3009.8546;1.529087;1.329416;41.2277;44115.846
$Tacheo;1039.4768;2001.8322;3009.6986;1.524418;1.330138;40.6947;44115.951
$Tacheo;1039.1346;2001.9377;3009.5928;1.521322;1.330696;40.3424;44116.042
$GNSS;46.78051860;6.66140552;508.261;44116.000;2540645.613;1181333.413;458.492
$Tacheo;1038.9752;2001.9884;3009.5405;1.519824;1.331032;40.1778;44116.049
$Tacheo;1038.6457;2002.0891;3009.4278;1.516790;1.331850;39.8365;44116.157
$Tacheo;1038.1544;2002.2459;3009.2563;1.512001;1.333188;39.3279;44116.263
$Tacheo;1037.8244;2002.3536;3009.1434;1.508653;1.334055;38.9875;44116.369
$Tacheo;1037.2113;2002.5701;3008.9226;1.501839;1.335997;38.3548;44116.473
$GNSS;46.78050881;6.66138294;507.664;44116.500;2540643.878;1181332.342;457.895
$Tacheo;1037.0545;2002.6280;3008.8687;1.499993;1.336441;38.1941;44116.550
$Tacheo;1036.7571;2002.7360;3008.7702;1.496500;1.337199;37.8903;44116.643
$Tacheo;1036.6025;2002.7963;3008.7190;1.494547;1.337602;37.7329;44116.737
$Tacheo;1036.0116;2003.1063;3008.5260;1.484751;1.339150;37.1397;44116.845
$Tacheo;1035.7087;2003.2588;3008.4322;1.479789;1.339830;36.8376;44116.953
$GNSS;46.78050105;6.66136144;506.971;44117.000;2540642.228;1181331.496;457.202
$Tacheo;1035.4321;2003.3254;3008.3492;1.477219;1.340356;36.5565;44117.042
$Tacheo;1035.0103;2003.4702;3008.2257;1.472001;1.341116;36.1331;44117.149
$Tacheo;1034.8571;2003.6516;3008.1848;1.466418;1.341376;35.9932;44117.257
$Tacheo;1034.3310;2003.7912;3008.0254;1.460810;1.342495;35.4621;44117.362
$Tacheo;1034.0619;2003.9235;3007.9445;1.456115;1.343109;35.1978;44117.467
$GNSS;46.78049438;6.66133960;506.443;44117.500;2540640.553;1181330.771;456.674
$Tacheo;1033.8012;2004.0475;3007.8660;1.451620;1.343717;34.9419;44117.536
$Tacheo;1033.5278;2004.1786;3007.7833;1.446806;1.344383;34.6744;44117.629
$Tacheo;1033.1302;2004.3722;3007.6613;1.439584;1.345432;34.2867;44117.722
$Tacheo;1032.8798;2004.4982;3007.5828;1.434832;1.346160;34.0436;44117.826
$Tacheo;1032.6250;2004.6227;3007.5024;1.430041;1.346927;33.7964;44117.932
$GNSS;46.78048818;6.66131859;506.041;44118.000;2540638.942;1181330.097;456.272
$Tacheo;1032.2530;2004.8029;3007.3851;1.422970;1.348078;33.4367;44118.038
$Tacheo;1032.0086;2004.9225;3007.3115;1.418204;1.348751;33.2022;44118.134
$Tacheo;1031.6457;2005.0987;3007.2013;1.411051;1.349802;32.8550;44118.240
$Tacheo;1031.4081;2005.2113;3007.1348;1.406372;1.350338;32.6293;44118.346
$Tacheo;1031.0520;2005.3816;3007.0434;1.399192;1.350914;32.2945;44118.453
$GNSS;46.78048204;6.66129963;505.587;44118.500;2540637.487;1181329.429;455.818
$Tacheo;1030.7125;2005.5408;3006.9560;1.392309;1.351490;31.9762;44118.549
$Tacheo;1030.5822;2005.6882;3006.9265;1.386902;1.351702;31.8706;44118.652
$Tacheo;1030.2591;2005.7973;3006.8382;1.381501;1.352386;31.5613;44118.747
$Tacheo;1029.9485;2005.8908;3006.7593;1.376577;1.352860;31.2639;44118.852
$Tacheo;1029.7374;2005.9895;3006.7035;1.372042;1.353305;31.0685;44118.943
$Tacheo;1029.5387;2006.0790;3006.6477;1.367831;1.353836;30.8838;44119.048
$GNSS;46.78047626;6.66128270;505.246;44119.000;2540636.188;1181328.800;455.477
$Tacheo;1029.4358;2006.1255;3006.6170;1.365627;1.354170;30.7880;44119.047
$Tacheo;1029.1480;2006.2541;3006.5316;1.359438;1.355107;30.5205;44119.139
$Tacheo;1028.8734;2006.3751;3006.4413;1.353489;1.356307;30.2643;44119.242
$Tacheo;1028.7560;2006.4991;3006.4071;1.348523;1.356797;30.1714;44119.337
$Tacheo;1028.5707;2006.5972;3006.3436;1.343866;1.357741;30.0028;44119.445
$GNSS;46.78047130;6.66126824;504.956;44119.500;2540635.078;1181328.259;455.187
$Tacheo;1028.3202;2006.6067;3006.2412;1.341609;1.359387;29.7448;44119.550
$Tacheo;1028.0689;2006.7076;3006.1477;1.336227;1.360910;29.5087;44119.667
$Tacheo;1027.8982;2006.7746;3006.0891;1.332574;1.361795;29.3495;44119.770
$Tacheo;1027.7160;2006.9220;3006.0423;1.326056;1.362358;29.2012;44119.865
$Tacheo;1027.5016;2006.9523;3005.9884;1.323187;1.362745;28.9939;44119.974
$GNSS;46.78046689;6.66125605;504.578;44120.000;2540634.142;1181327.778;454.809
$Tacheo;1027.4290;2006.9887;3005.9756;1.321313;1.362740;28.9311;44120.041
$Tacheo;1027.2036;2007.1013;3005.9450;1.315451;1.362415;28.7388;44120.134
$Tacheo;1027.0585;2007.1715;3005.9374;1.311717;1.361790;28.6174;44120.240
$Tacheo;1026.9156;2007.2334;3005.9414;1.308255;1.360764;28.4988;44120.346
$Tacheo;1026.7139;2007.3184;3005.9444;1.303403;1.359390;28.3308;44120.452
$GNSS;46.78046378;6.66124463;504.385;44120.500;2540633.267;1181327.441;454.616
$Tacheo;1026.5406;2007.3890;3005.9390;1.299267;1.358473;28.1847;44120.539
$Tacheo;1026.4399;2007.4282;3005.9297;1.296911;1.358148;28.0982;44120.632
$Tacheo;1026.3516;2007.4610;3005.9172;1.294884;1.358013;28.0212;44120.740
$Tacheo;1026.2785;2007.4885;3005.9023;1.293186;1.358058;27.9567;44120.846
$Tacheo;1026.1894;2007.5178;3005.8803;1.291257;1.358242;27.8762;44120.951
$GNSS;46.78046077;6.66123810;504.485;44121.000;2540632.765;1181327.112;454.716
$Tacheo;1026.1443;2007.5311;3005.8666;1.290331;1.358422;27.8345;44121.059
$Tacheo;1026.0933;2007.5433;3005.8485;1.289377;1.358714;27.7861;44121.152
$Tacheo;1026.0581;2007.5484;3005.8351;1.288839;1.358940;27.7516;44121.257
$Tacheo;1026.0490;2007.5484;3005.8317;1.288745;1.358994;27.7424;44121.354
$Tacheo;1026.0248;2007.5458;3005.8128;1.288589;1.359479;27.7149;44121.463
$GNSS;46.78046027;6.66123814;504.517;44121.500;2540632.767;1181327.056;454.748
$Tacheo;1026.0205;2007.5438;3005.8080;1.288616;1.359614;27.7094;44121.545
$Tacheo;1026.0122;2007.5341;3005.7931;1.288874;1.360058;27.6958;44121.653
$Tacheo;1026.0089;2007.5274;3005.7845;1.289077;1.360323;27.6891;44121.758
$Tacheo;1026.0066;2007.5148;3005.7748;1.289500;1.360624;27.6815;44121.863
$Tacheo;1026.0056;2007.5066;3005.7708;1.289782;1.360739;27.6775;44121.974
$GNSS;46.78046038;6.66124034;504.379;44122.000;2540632.935;1181327.067;454.610
$Tacheo;1026.0058;2007.4987;3005.7679;1.290063;1.360828;27.6749;44122.037
$Tacheo;1026.0081;2007.4859;3005.7623;1.290541;1.361014;27.6725;44122.132
$Tacheo;1026.0121;2007.4770;3005.7567;1.290899;1.361223;27.6727;44122.238
$Tacheo;1026.0196;2007.4625;3005.7458;1.291492;1.361632;27.6735;44122.344
$Tacheo;1026.0249;2007.4550;3005.7381;1.291810;1.361928;27.6749;44122.450
$GNSS;46.78046051;6.66124028;504.416;44122.500;2540632.931;1181327.081;454.647
$Tacheo;1026.0314;2007.4486;3005.7311;1.292103;1.362207;27.6778;44122.535
$Tacheo;1026.0410;2007.4441;3005.7253;1.292361;1.362473;27.6844;44122.634
$Tacheo;1026.0473;2007.4431;3005.7244;1.292460;1.362548;27.6899;44122.735
$Tacheo;1026.0580;2007.4426;3005.7273;1.292586;1.362521;27.7005;44122.841
$Tacheo;1026.0658;2007.4446;3005.7302;1.292596;1.362478;27.7089;44122.934
$GNSS;46.78046048;6.66124085;504.368;44123.000;2540632.975;1181327.077;454.599
$Tacheo;1026.0741;2007.4488;3005.7352;1.292532;1.362370;27.7189;44123.036
$Tacheo;1026.0862;2007.4601;3005.7437;1.292251;1.362180;27.7351;44123.129
$Tacheo;1026.0941;2007.4703;3005.7447;1.291970;1.362223;27.7455;44123.223
$Tacheo;1026.1055;2007.4864;3005.7433;1.291517;1.362386;27.7602;44123.330
$Tacheo;1026.1124;2007.4974;3005.7408;1.291199;1.362548;27.7692;44123.436
$Tacheo;1026.1234;2007.5112;3005.7365;1.290821;1.362807;27.7824;44123.541
$GNSS;46.78046099;6.66124165;504.391;44123.500;2540633.036;1181327.133;454.622
$Tacheo;1026.1276;2007.5148;3005.7352;1.290737;1.362889;27.7870;44123.549
$Tacheo;1026.1355;2007.5194;3005.7321;1.290653;1.363064;27.7951;44123.655
$Tacheo;1026.1487;2007.5215;3005.7211;1.290713;1.363550;27.8058;44123.761
$Tacheo;1026.1574;2007.5203;3005.7131;1.290846;1.363890;27.8120;44123.868
$Tacheo;1026.1739;2007.5099;3005.6967;1.291378;1.364564;27.8213;44123.976
$GNSS;46.78046199;6.66124087;504.384;44124.000;2540632.978;1181327.245;454.615
$Tacheo;1026.1779;2007.5057;3005.6933;1.291569;1.364702;27.8233;44124.050
$Tacheo;1026.1859;2007.4953;3005.6843;1.292015;1.365055;27.8261;44124.155
$Tacheo;1026.1957;2007.4808;3005.6704;1.292628;1.365583;27.8286;44124.262
$Tacheo;1026.2017;2007.4711;3005.6608;1.293030;1.365943;27.8297;44124.368
$Tacheo;1026.2089;2007.4577;3005.6456;1.293575;1.366505;27.8298;44124.473
$GNSS;46.78046155;6.66124201;504.337;44124.500;2540633.064;1181327.195;454.568
$Tacheo;1026.2120;2007.4528;3005.6398;1.293779;1.366718;27.8303;44124.546
$Tacheo;1026.2200;2007.4414;3005.6209;1.294263;1.367417;27.8309;44124.652
$Tacheo;1026.2270;2007.4323;3005.6093;1.294654;1.367855;27.8327;44124.748
$Tacheo;1026.2327;2007.4249;3005.6014;1.294972;1.368158;27.8345;44124.840
$Tacheo;1026.2416;2007.4116;3005.5940;1.295528;1.368455;27.8379;44124.946
$GNSS;46.78046154;6.66124299;504.246;44125.000;2540633.139;1181327.193;454.477
$Tacheo;1026.2472;2007.4018;3005.5927;1.295930;1.368522;27.8403;44125.041
$Tacheo;1026.2517;2007.3944;3005.5944;1.296235;1.368480;27.8429;44125.148
$Tacheo;1026.2591;2007.3850;3005.6006;1.296642;1.368294;27.8486;44125.254
$Tacheo;1026.2634;2007.3803;3005.6069;1.296852;1.368092;27.8527;44125.358
$Tacheo;1026.2739;2007.3733;3005.6194;1.297201;1.367714;27.8633;44125.469
$GNSS;46.78046155;6.66124386;504.218;44125.500;2540633.206;1181327.194;454.449
$Tacheo;1026.2769;2007.3720;3005.6230;1.297277;1.367605;27.8665;44125.547
$Tacheo;1026.2822;2007.3707;3005.6306;1.297375;1.367373;27.8727;44125.650
$Tacheo;1026.2907;2007.3703;3005.6429;1.297473;1.366999;27.8831;44125.742
$Tacheo;1026.2963;2007.3713;3005.6504;1.297495;1.366776;27.8901;44125.849
$Tacheo;1026.3018;2007.3738;3005.6569;1.297458;1.366590;27.8973;44125.957
$GNSS;46.78046183;6.66124405;504.307;44126.000;2540633.220;1181327.225;454.538
$Tacheo;1026.3103;2007.3808;3005.6667;1.297298;1.366321;27.9092;44126.047
$Tacheo;1026.3157;2007.3885;3005.6751;1.297079;1.366078;27.9180;44126.155
$Tacheo;1026.3226;2007.4000;3005.6815;1.296742;1.365926;27.9289;44126.259
$Tacheo;1026.3267;2007.4066;3005.6828;1.296550;1.365921;27.9348;44126.365
$Tacheo;1026.3331;2007.4160;3005.6911;1.296283;1.365693;27.9450;44126.471
$GNSS;46.78046238;6.66124404;504.371;44126.500;2540633.220;1181327.286;454.602
$Tacheo;1026.3346;2007.4174;3005.6940;1.296248;1.365604;27.9473;44126.554
$Tacheo;1026.3386;2007.4197;3005.7011;1.296210;1.365389;27.9532;44126.663
$Tacheo;1026.3453;2007.4225;3005.7078;1.296174;1.365206;27.9616;44126.770
$Tacheo;1026.3539;2007.4281;3005.7132;1.296064;1.365090;27.9723;44126.878
$Tacheo;1026.3602;2007.4334;3005.7148;1.295941;1.365090;27.9799;44126.982
$GNSS;46.78046258;6.66124387;504.365;44127.000;2540633.207;1181327.308;454.596
$Tacheo;1026.3635;2007.4369;3005.7155;1.295849;1.365094;27.9841;44127.048
$Tacheo;1026.3698;2007.4456;3005.7182;1.295607;1.365063;27.9929;44127.152
$Tacheo;1026.3783;2007.4592;3005.7259;1.295214;1.364879;28.0061;44127.260
$Tacheo;1026.3857;2007.4676;3005.7342;1.294992;1.364659;28.0170;44127.369
$Tacheo;1026.3908;2007.4745;3005.7443;1.294800;1.364355;28.0258;44127.473
$GNSS;46.78046319;6.66124336;504.390;44127.500;2540633.169;1181327.377;454.621
$Tacheo;1026.3916;2007.4767;3005.7490;1.294732;1.364199;28.0281;44127.551
$Tacheo;1026.3923;2007.4805;3005.7612;1.294606;1.363788;28.0322;44127.641
$Tacheo;1026.3914;2007.4832;3005.7877;1.294503;1.362862;28.0376;44127.750
$Tacheo;1026.3904;2007.4840;3005.8063;1.294464;1.362207;28.0407;44127.857
$Tacheo;1026.3891;2007.4822;3005.8343;1.294513;1.361216;28.0448;44127.961
$GNSS;46.78046337;6.66124361;504.439;44128.000;2540633.188;1181327.396;454.670
$Tacheo;1026.3882;2007.4788;3005.8515;1.294625;1.360602;28.0466;44128.048
$Tacheo;1026.3875;2007.4709;3005.8751;1.294895;1.359761;28.0488;44128.141
$Tacheo;1026.3880;2007.4624;3005.8867;1.295198;1.359342;28.0494;44128.250
$Tacheo;1026.3856;2007.4582;3005.9015;1.295321;1.358801;28.0492;44128.356
$Tacheo;1026.3834;2007.4539;3005.9129;1.295451;1.358377;28.0484;44128.462
$GNSS;46.78046337;6.66124363;504.558;44128.500;2540633.190;1181327.396;454.789
$Tacheo;1026.3811;2007.4480;3005.9242;1.295634;1.357954;28.0470;44128.544
$Tacheo;1026.3789;2007.4402;3005.9343;1.295887;1.357571;28.0450;44128.647
$Tacheo;1026.3777;2007.4238;3005.9443;1.296450;1.357179;28.0417;44128.738
$Tacheo;1026.3788;2007.4104;3005.9496;1.296932;1.356975;28.0403;44128.829
$Tacheo;1026.3833;2007.3878;3005.9597;1.297770;1.356611;28.0407;44128.934
$GNSS;46.78046242;6.66124378;504.633;44129.000;2540633.200;1181327.291;454.864
$Tacheo;1026.3879;2007.3717;3005.9670;1.298383;1.356358;28.0423;44129.041
$Tacheo;1026.3964;2007.3495;3005.9774;1.299246;1.356010;28.0467;44129.148
$Tacheo;1026.4036;2007.3368;3005.9843;1.299762;1.355798;28.0516;44129.255
$Tacheo;1026.4111;2007.3254;3005.9919;1.300235;1.355566;28.0573;44129.362
$Tacheo;1026.4255;2007.3060;3006.0047;1.301059;1.355187;28.0686;44129.467
$GNSS;46.78046295;6.66124528;504.636;44129.500;2540633.316;1181327.348;454.867
$Tacheo;1026.4303;2007.2991;3006.0069;1.301347;1.355131;28.0718;44129.551
$Tacheo;1026.4442;2007.2839;3006.0098;1.302017;1.355102;28.0815;44129.657
$Tacheo;1026.4467;2007.2816;3006.0108;1.302121;1.355081;28.0835;44129.754
$Tacheo;1026.4520;2007.2791;3006.0168;1.302262;1.354906;28.0891;44129.862
$Tacheo;1026.4511;2007.2812;3006.0230;1.302178;1.354688;28.0902;44129.970
$GNSS;46.78046248;6.66124655;504.687;44130.000;2540633.412;1181327.295;454.918
$Tacheo;1026.4486;2007.2827;3006.0302;1.302102;1.354420;28.0897;44130.045
$Tacheo;1026.4443;2007.2829;3006.0387;1.302053;1.354096;28.0876;44130.153
$Tacheo;1026.4415;2007.2798;3006.0452;1.302135;1.353840;28.0855;44130.264
$Tacheo;1026.4370;2007.2732;3006.0564;1.302325;1.353406;28.0820;44130.368
$Tacheo;1026.4347;2007.2663;3006.0640;1.302546;1.353110;28.0797;44130.476
$GNSS;46.78046227;6.66124591;504.740;44130.500;2540633.363;1181327.272;454.971
$Tacheo;1026.4339;2007.2625;3006.0671;1.302669;1.352987;28.0786;44130.545
$Tacheo;1026.4320;2007.2517;3006.0746;1.303031;1.352691;28.0757;44130.654
$Tacheo;1026.4299;2007.2448;3006.0774;1.303253;1.352564;28.0725;44130.759
$Tacheo;1026.4277;2007.2374;3006.0806;1.303493;1.352420;28.0692;44130.864
$Tacheo;1026.4224;2007.2296;3006.0823;1.303717;1.352308;28.0626;44130.969
$GNSS;46.78046190;6.66124640;504.759;44131.000;2540633.400;1181327.231;454.990
$Tacheo;1026.4170;2007.2245;3006.0854;1.303844;1.352148;28.0569;44131.054
