$Tacheo; Xlocal (m); Ylocal (m); Zlocal (m); Hz (rad); V (rad); di (m); False T_GNSS (s)
$Tacheo;1031.7822;1948.5279;3015.5283;2.588431;1.319529;62.4590;44627.267
$Tacheo;1032.0406;1948.5037;3015.6064;2.585014;1.318943;62.6302;44627.373
$Tacheo;1032.4125;1948.4905;3015.7150;2.579940;1.318096;62.8592;44627.480
$GNSS;46.77977769;6.66153080;514.466;44627.500;2540654.363;1181250.957;464.698
$Tacheo;1032.6652;1948.4856;3015.7872;2.576477;1.317538;63.0120;44627.540
$Tacheo;1032.7975;1948.4870;3015.8241;2.574635;1.317249;63.0888;44627.636
$Tacheo;1033.2914;1948.4990;3015.9552;2.567737;1.316262;63.3701;44627.747
$Tacheo;1033.6693;1948.5179;3016.0492;2.562411;1.315584;63.5778;44627.851
$Tacheo;1033.9230;1948.5309;3016.1120;2.558850;1.315140;63.7179;44627.959
$GNSS;46.77977827;6.66155118;514.925;44628.000;2540655.920;1181251.006;465.157
$Tacheo;1034.3182;1948.5647;3016.2073;2.553214;1.314449;63.9261;44628.043
$Tacheo;1034.4508;1948.5784;3016.2389;2.551309;1.314219;63.9944;44628.135
$Tacheo;1034.7161;1948.6020;3016.3045;2.547543;1.313737;64.1353;44628.242
$Tacheo;1035.2566;1948.6636;3016.4370;2.539798;1.312748;64.4141;44628.350
$Tacheo;1035.6770;1948.7156;3016.5340;2.533779;1.312072;64.6286;44628.457
$GNSS;46.77978018;6.66157346;515.258;44628.500;2540657.623;1181251.201;465.490
$Tacheo;1035.9528;1948.7515;3016.5905;2.529835;1.311736;64.7674;44628.552
$Tacheo;1036.2547;1948.7919;3016.6486;2.525526;1.311427;64.9184;44628.658
$Tacheo;1036.6885;1948.8493;3016.7342;2.519374;1.310964;65.1386;44628.765
$Tacheo;1036.9733;1948.8879;3016.7911;2.515350;1.310654;65.2838;44628.870
$Tacheo;1037.3938;1948.9435;3016.8769;2.509451;1.310183;65.5016;44628.979
$GNSS;46.77978271;6.66159617;515.637;44629.000;2540659.360;1181251.465;465.869
$Tacheo;1037.6653;1948.9778;3016.9348;2.505678;1.309853;65.6452;44629.056
$Tacheo;1037.9305;1949.0066;3016.9908;2.502051;1.309559;65.7899;44629.162
$Tacheo;1038.3399;1949.0528;3017.0702;2.496466;1.309212;66.0116;44629.284
$Tacheo;1038.7466;1949.0861;3017.1451;2.491074;1.308975;66.2424;44629.388
$Tacheo;1039.0109;1949.1055;3017.1896;2.487611;1.308892;66.3940;44629.496
$GNSS;46.77978421;6.66161807;515.969;44629.500;2540661.035;1181251.615;466.201
$Tacheo;1039.2731;1949.1220;3017.2383;2.484218;1.308756;66.5484;44629.549
$Tacheo;1039.5319;1949.1346;3017.2839;2.480918;1.308674;66.7037;44629.657
$Tacheo;1039.9301;1949.1615;3017.3602;2.475799;1.308440;66.9398;44629.749
$Tacheo;1040.0520;1949.1648;3017.3849;2.474286;1.308365;67.0165;44629.842
$Tacheo;1040.5349;1949.1753;3017.4954;2.468352;1.307904;67.3269;44629.949
$GNSS;46.77978449;6.66163805;516.202;44630.000;2540662.561;1181251.631;466.434
$Tacheo;1040.6598;1949.1777;3017.5273;2.466828;1.307740;67.4087;44630.044
$Tacheo;1041.1389;1949.1802;3017.6590;2.461082;1.307009;67.7311;44630.151
$Tacheo;1041.3930;1949.1815;3017.7314;2.458057;1.306591;67.9037;44630.259
$Tacheo;1041.7654;1949.1813;3017.8351;2.453669;1.306026;68.1586;44630.366
$Tacheo;1042.0078;1949.1754;3017.9038;2.450886;1.305663;68.3298;44630.472
$GNSS;46.77978444;6.66165698;516.612;44630.500;2540664.006;1181251.611;466.844
$Tacheo;1042.2613;1949.1817;3017.9744;2.447869;1.305269;68.4997;44630.550
$Tacheo;1042.6399;1949.1887;3018.0813;2.443413;1.304674;68.7569;44630.656
$Tacheo;1042.9022;1949.1969;3018.1547;2.440312;1.304268;68.9331;44630.762
$Tacheo;1043.2841;1949.2108;3018.2597;2.435805;1.303704;69.1889;44630.863
$Tacheo;1043.5303;1949.2201;3018.3275;2.432913;1.303342;69.3543;44630.958
$GNSS;46.77978464;6.66167696;517.037;44631.000;2540665.532;1181251.618;467.269
$Tacheo;1043.7844;1949.2351;3018.3967;2.429891;1.302969;69.5214;44631.054
$Tacheo;1044.1705;1949.2614;3018.5018;2.425289;1.302400;69.7739;44631.162
$Tacheo;1044.4172;1949.2766;3018.5681;2.422380;1.302058;69.9369;44631.268
$Tacheo;1044.7982;1949.3092;3018.6616;2.417826;1.301633;70.1807;44631.374
$Tacheo;1045.0516;1949.3264;3018.7180;2.414857;1.301446;70.3454;44631.482
$GNSS;46.77978619;6.66169689;517.487;44631.500;2540667.056;1181251.776;467.719
$Tacheo;1045.3023;1949.3492;3018.7740;2.411878;1.301247;70.5047;44631.545
$Tacheo;1045.6772;1949.3822;3018.8577;2.407457;1.300957;70.7449;44631.652
$Tacheo;1045.9261;1949.4051;3018.9134;2.404528;1.300764;70.9044;44631.758
$Tacheo;1046.2938;1949.4444;3018.9943;2.400170;1.300488;71.1367;44631.866
$Tacheo;1046.5434;1949.4718;3019.0464;2.397221;1.300340;71.2939;44631.970
$GNSS;46.77978792;6.66171653;517.811;44632.000;2540668.557;1181251.953;468.043
$Tacheo;1046.6669;1949.4846;3019.0727;2.395775;1.300263;71.3726;44632.036
$Tacheo;1047.0293;1949.5251;3019.1433;2.391518;1.300123;71.6004;44632.132
$Tacheo;1047.4775;1949.6383;3019.2119;2.385665;1.300036;71.8345;44632.238
$Tacheo;1047.7461;1949.6893;3019.2580;2.382343;1.299967;71.9889;44632.346
$Tacheo;1048.0075;1949.6352;3019.3329;2.380153;1.299780;72.2203;44632.450
$GNSS;46.77978980;6.66173541;518.107;44632.500;2540670.001;1181252.148;468.339
$Tacheo;1048.3592;1949.6760;3019.4044;2.376102;1.299619;72.4454;44632.556
$Tacheo;1048.5903;1949.7076;3019.4551;2.373406;1.299453;72.5916;44632.663
$Tacheo;1048.9424;1949.7511;3019.5246;2.369365;1.299321;72.8163;44632.771
$Tacheo;1049.1809;1949.7842;3019.5715;2.366606;1.299228;72.9667;44632.877
$Tacheo;1049.4219;1949.8165;3019.6218;2.363840;1.299100;73.1206;44632.984
$GNSS;46.77979091;6.66175422;518.359;44633.000;2540671.439;1181252.257;468.591
$Tacheo;1049.5382;1949.8330;3019.6485;2.362501;1.299004;73.1951;44633.047
$Tacheo;1049.8971;1949.8838;3019.7332;2.358385;1.298686;73.4266;44633.141
$Tacheo;1050.1308;1949.9207;3019.7908;2.355680;1.298439;73.5760;44633.249
$Tacheo;1050.6011;1950.0005;3019.9174;2.350214;1.297799;73.8772;44633.353
$Tacheo;1050.8439;1950.0419;3019.9826;2.347407;1.297475;74.0334;44633.461
$GNSS;46.77979377;6.66177303;518.696;44633.500;2540672.879;1181252.560;468.929
$Tacheo;1051.1291;1950.2355;3020.0138;2.342671;1.297319;74.1078;44633.544
$Tacheo;1051.4463;1950.1462;3020.1375;2.340475;1.296770;74.4202;44633.650
$Tacheo;1051.6832;1950.1851;3020.1924;2.337790;1.296581;74.5731;44633.756
$Tacheo;1052.0263;1950.2429;3020.2689;2.333904;1.296348;74.7935;44633.851
$Tacheo;1052.2609;1950.2864;3020.3129;2.331220;1.296288;74.9400;44633.959
$GNSS;46.77979573;6.66179129;519.035;44634.000;2540674.275;1181252.765;469.268
$Tacheo;1052.5054;1950.3365;3020.3613;2.328386;1.296184;75.0907;44634.053
$Tacheo;1052.7540;1950.3864;3020.4041;2.325526;1.296165;75.2434;44634.159
$Tacheo;1053.1221;1950.4664;3020.4524;2.321252;1.296317;75.4625;44634.267
$Tacheo;1053.3618;1950.5217;3020.4769;2.318450;1.296500;75.6018;44634.373
$Tacheo;1053.7188;1950.6055;3020.4999;2.314282;1.296942;75.8059;44634.480
$GNSS;46.77979882;6.66180901;519.355;44634.500;2540675.632;1181253.095;469.588
$Tacheo;1053.9622;1950.6640;3020.5087;2.311440;1.297328;75.9429;44634.553
$Tacheo;1054.1963;1950.7177;3020.5136;2.308742;1.297752;76.0760;44634.663
$Tacheo;1054.5587;1950.8065;3020.5197;2.304529;1.298414;76.2790;44634.756
$Tacheo;1054.8015;1950.8682;3020.5241;2.301697;1.298849;76.4143;44634.865
$Tacheo;1055.0467;1950.9336;3020.5291;2.298817;1.299275;76.5498;44634.974
$GNSS;46.77980256;6.66182788;519.328;44635.000;2540677.077;1181253.496;469.561
$Tacheo;1055.2926;1951.0014;3020.5367;2.295917;1.299665;76.6855;44635.043
$Tacheo;1055.6569;1951.1021;3020.5520;2.291638;1.300193;76.8886;44635.148
$Tacheo;1056.0239;1951.2097;3020.5682;2.287290;1.300702;77.0909;44635.260
$Tacheo;1056.3411;1951.3664;3020.5779;2.282904;1.301055;77.2255;44635.368
$Tacheo;1056.6466;1951.4009;3020.5891;2.279879;1.301634;77.4300;44635.476
$GNSS;46.77980633;6.66184717;519.272;44635.500;2540678.554;1181253.901;469.505
$Tacheo;1056.8915;1951.4795;3020.5955;2.276949;1.302018;77.5619;44635.542
$Tacheo;1057.1490;1951.5678;3020.6009;2.273821;1.302426;77.6973;44635.648
$Tacheo;1057.4069;1951.6567;3020.6060;2.270696;1.302839;77.8333;44635.757
$Tacheo;1057.7995;1951.7946;3020.6153;2.265934;1.303444;78.0406;44635.863
$Tacheo;1058.0634;1951.8933;3020.6194;2.262687;1.303866;78.1766;44635.969
$GNSS;46.77981135;6.66186688;519.282;44636.000;2540680.065;1181254.444;469.515
$Tacheo;1058.4616;1952.1490;3020.6213;2.256719;1.304331;78.3168;44636.054
$Tacheo;1058.7479;1952.1531;3020.6242;2.254283;1.305030;78.5290;44636.161
$Tacheo;1059.1825;1952.3254;3020.6266;2.248914;1.305765;78.7509;44636.272
$Tacheo;1059.4586;1952.4399;3020.6289;2.245468;1.306214;78.8902;44636.379
$Tacheo;1059.7360;1952.5565;3020.6328;2.242003;1.306644;79.0304;44636.483
$GNSS;46.77981749;6.66188835;519.332;44636.500;2540681.711;1181255.110;469.565
$Tacheo;1060.1094;1952.8026;3020.6374;2.236442;1.307051;79.1673;44636.543
$Tacheo;1060.4288;1952.8573;3020.6416;2.233308;1.307716;79.3787;44636.649
$Tacheo;1060.7056;1952.9800;3020.6437;2.229830;1.308159;79.5176;44636.756
$Tacheo;1060.9808;1953.1021;3020.6464;2.226385;1.308593;79.6566;44636.865
$Tacheo;1061.3994;1953.2932;3020.6496;2.221114;1.309256;79.8665;44636.968
$GNSS;46.77982443;6.66191015;519.302;44637.000;2540683.384;1181255.865;469.535
$Tacheo;1061.5403;1953.3586;3020.6504;2.219335;1.309482;79.9369;44637.044
$Tacheo;1061.8194;1953.4889;3020.6532;2.215813;1.309914;80.0770;44637.149
$Tacheo;1062.3909;1953.7626;3020.6631;2.208572;1.310739;80.3638;44637.260
$Tacheo;1062.8293;1953.9790;3020.6736;2.202988;1.311329;80.5836;44637.369
$Tacheo;1063.1227;1954.1273;3020.6807;2.199233;1.311720;80.7300;44637.475
$GNSS;46.77983177;6.66193220;519.321;44637.500;2540685.075;1181256.664;469.554
$Tacheo;1063.2694;1954.2017;3020.6835;2.197358;1.311924;80.8033;44637.536
$Tacheo;1063.5661;1954.3546;3020.6883;2.193552;1.312345;80.9507;44637.632
$Tacheo;1064.0228;1954.5955;3020.6925;2.187665;1.313025;81.1760;44637.738
$Tacheo;1064.3212;1954.7493;3020.6953;2.183875;1.313478;81.3265;44637.847
$Tacheo;1064.8150;1955.0155;3020.6933;2.177514;1.314289;81.5701;44637.953
$GNSS;46.77984084;6.66195563;519.386;44638.000;2540686.875;1181257.655;469.619
$Tacheo;1065.2871;1955.2715;3020.6850;2.171455;1.315141;81.8034;44638.048
$Tacheo;1065.5992;1955.4427;3020.6758;2.167450;1.315748;81.9572;44638.155
$Tacheo;1066.0988;1955.7196;3020.6573;2.161042;1.316762;82.2035;44638.260
$Tacheo;1066.4300;1955.9065;3020.6451;2.156783;1.317429;82.3668;44638.366
$Tacheo;1066.7549;1956.0900;3020.6346;2.152621;1.318069;82.5287;44638.474
$GNSS;46.77985047;6.66198024;519.356;44638.500;2540688.765;1181258.706;469.589
$Tacheo;1067.0822;1956.2747;3020.6259;2.148448;1.318692;82.6937;44638.552
$Tacheo;1067.4091;1956.4589;3020.6204;2.144300;1.319280;82.8608;44638.669
$Tacheo;1067.9033;1956.7467;3020.6127;2.137967;1.320151;83.1114;44638.775
$Tacheo;1068.2297;1956.9363;3020.6091;2.133812;1.320711;83.2792;44638.884
$Tacheo;1068.5737;1957.1453;3020.6023;2.129355;1.321325;83.4521;44638.988
$GNSS;46.77986064;6.66200543;519.280;44639.000;2540690.700;1181259.818;469.513
$Tacheo;1069.0773;1957.4370;3020.5983;2.123017;1.322180;83.7168;44639.049
$Tacheo;1069.4161;1957.6402;3020.5975;2.118704;1.322724;83.8936;44639.158
$Tacheo;1069.7391;1957.8312;3020.6015;2.114639;1.323195;84.0660;44639.265
$Tacheo;1070.2229;1958.1189;3020.6141;2.108566;1.323825;84.3277;44639.370
$Tacheo;1070.3959;1958.2260;3020.6193;2.106360;1.324037;84.4201;44639.474
$GNSS;46.77987097;6.66203034;519.221;44639.500;2540692.613;1181260.947;469.454
$Tacheo;1070.8952;1958.5302;3020.6391;2.100073;1.324606;84.6923;44639.543
$Tacheo;1071.2166;1958.7204;3020.6570;2.096107;1.324924;84.8733;44639.650
$Tacheo;1071.7206;1959.0273;3020.6826;2.089832;1.325444;85.1547;44639.758
$Tacheo;1072.0390;1959.4024;3020.6904;2.083983;1.325616;85.2457;44639.864
$Tacheo;1072.3868;1959.4444;3020.7152;2.081484;1.326137;85.5260;44639.972
$GNSS;46.77988152;6.66205468;519.359;44640.000;2540694.484;1181262.102;469.592
$Tacheo;1072.5523;1959.5425;3020.7244;2.079480;1.326306;85.6219;44640.044
$Tacheo;1073.0407;1959.8518;3020.7491;2.073385;1.326809;85.8971;44640.150
$Tacheo;1073.5423;1960.1762;3020.7741;2.067097;1.327327;86.1797;44640.257
$Tacheo;1073.8757;1960.3983;3020.7872;2.062873;1.327705;86.3655;44640.361
$Tacheo;1074.2421;1960.8734;3020.7946;2.055820;1.327902;86.4649;44640.468
$GNSS;46.77989257;6.66207915;519.495;44640.500;2540696.364;1181263.311;469.728
$Tacheo;1074.7614;1961.0540;3020.8145;2.051053;1.328721;86.8349;44640.554
$Tacheo;1075.1167;1961.3297;3020.8240;2.046216;1.329135;87.0204;44640.666
$Tacheo;1075.5471;1961.5531;3020.8378;2.041549;1.329753;87.2969;44640.772
$Tacheo;1075.8818;1961.8023;3020.8442;2.037148;1.330190;87.4791;44640.880
$Tacheo;1076.2015;1962.0405;3020.8518;2.032960;1.330592;87.6550;44640.986
$GNSS;46.77990496;6.66210291;519.577;44641.000;2540698.192;1181264.671;469.810
$Tacheo;1076.5328;1962.2906;3020.8588;2.028604;1.331019;87.8372;44641.043
$Tacheo;1076.8469;1962.5293;3020.8636;2.024476;1.331443;88.0103;44641.153
$Tacheo;1077.1671;1962.7765;3020.8667;2.020245;1.331894;88.1861;44641.260
$Tacheo;1077.4895;1963.0289;3020.8704;2.015965;1.332339;88.3634;44641.367
$Tacheo;1077.9539;1963.3920;3020.8729;2.009839;1.333016;88.6209;44641.473
$GNSS;46.77991779;6.66212613;519.548;44641.500;2540699.980;1181266.079;469.781
$Tacheo;1078.2604;1963.6399;3020.8709;2.005728;1.333497;88.7884;44641.546
$Tacheo;1078.5685;1963.8945;3020.8708;2.001557;1.333955;88.9564;44641.653
$Tacheo;1079.0152;1964.2684;3020.8742;1.995488;1.334579;89.2016;44641.759
$Tacheo;1079.3074;1964.5168;3020.8777;1.991497;1.334972;89.3625;44641.863
$Tacheo;1079.6002;1964.7694;3020.8818;1.987475;1.335358;89.5237;44641.956
$GNSS;46.77993032;6.66214751;519.565;44642.000;2540701.626;1181267.456;469.798
$Tacheo;1079.8849;1965.0178;3020.8858;1.983549;1.335732;89.6807;44642.054
$Tacheo;1080.1696;1965.2662;3020.8872;1.979637;1.336136;89.8384;44642.162
$Tacheo;1080.4400;1965.5032;3020.8858;1.975924;1.336550;89.9884;44642.269
$Tacheo;1080.8522;1965.8688;3020.8788;1.970245;1.337233;90.2165;44642.376
$Tacheo;1081.1209;1966.1059;3020.8757;1.966571;1.337666;90.3675;44642.483
$GNSS;46.77994279;6.66216726;519.572;44642.500;2540703.148;1181268.827;469.805
$Tacheo;1081.3907;1966.3479;3020.8717;1.962855;1.338108;90.5186;44642.544
$Tacheo;1081.6544;1966.5871;3020.8658;1.959208;1.338560;90.6660;44642.652
$Tacheo;1081.9153;1966.8260;3020.8589;1.955588;1.339018;90.8120;44642.759
$Tacheo;1082.3051;1967.1872;3020.8519;1.950158;1.339666;91.0313;44642.865
$Tacheo;1082.5597;1967.4236;3020.8498;1.946621;1.340064;91.1764;44642.972
$GNSS;46.77995446;6.66218554;519.534;44643.000;2540704.557;1181270.111;469.767
$Tacheo;1082.8118;1967.6646;3020.8472;1.943059;1.340459;91.3185;44643.059
$Tacheo;1083.0641;1967.8963;3020.8462;1.939605;1.340847;91.4656;44643.166
$Tacheo;1083.3160;1968.1330;3020.8436;1.936112;1.341249;91.6113;44643.271
$Tacheo;1083.5687;1968.3656;3020.8397;1.932670;1.341670;91.7598;44643.380
$Tacheo;1083.9326;1968.7052;3020.8319;1.927686;1.342299;91.9735;44643.485
$GNSS;46.77996580;6.66220285;519.525;44643.500;2540705.891;1181271.358;469.758
$Tacheo;1084.0518;1968.8169;3020.8286;1.926054;1.342513;92.0437;44643.544
$Tacheo;1084.4142;1969.1638;3020.8209;1.921033;1.343135;92.2565;44643.669
$Tacheo;1084.6499;1969.3874;3020.8192;1.917801;1.343507;92.3975;44643.776
$Tacheo;1084.8911;1969.6273;3020.8158;1.914389;1.343898;92.5388;44643.880
$Tacheo;1085.1291;1969.8598;3020.8142;1.911077;1.344270;92.6809;44644.003
$GNSS;46.77997713;6.66221963;519.468;44644.000;2540707.185;1181272.605;469.701
$Tacheo;1085.4777;1970.2062;3020.8160;1.906185;1.344769;92.8900;44644.047
$Tacheo;1085.6755;1970.5611;3020.8181;1.901767;1.344918;92.9595;44644.153
$Tacheo;1085.9748;1970.7993;3020.8331;1.898214;1.345257;93.1639;44644.254
$Tacheo;1086.2111;1971.0640;3020.8467;1.894623;1.345448;93.3026;44644.361
$Tacheo;1086.5049;1971.2798;3020.8693;1.891352;1.345715;93.5127;44644.470
$GNSS;46.77998854;6.66223534;519.476;44644.500;2540708.398;1181273.861;469.709
$Tacheo;1086.7375;1971.5275;3020.8822;1.887974;1.345922;93.6552;44644.554
$Tacheo;1086.9227;1971.8706;3020.8884;1.883774;1.346024;93.7246;44644.661
$Tacheo;1087.1924;1972.0156;3020.9098;1.881361;1.346305;93.9363;44644.767
$Tacheo;1087.4207;1972.2639;3020.9264;1.878022;1.346469;94.0784;44644.870
$Tacheo;1087.6395;1972.5021;3020.9465;1.874830;1.346585;94.2165;44644.977
$GNSS;46.78000092;6.66225121;519.595;44645.000;2540709.623;1181275.226;469.828
$Tacheo;1087.7465;1972.6198;3020.9566;1.873260;1.346638;94.2840;44645.051
$Tacheo;1088.0824;1972.9949;3020.9852;1.868287;1.346837;94.4952;44645.157
$Tacheo;1088.3035;1973.2451;3020.9964;1.864992;1.347047;94.6328;44645.267
$Tacheo;1088.6278;1973.6180;3020.9904;1.860116;1.347584;94.8297;44645.375
$Tacheo;1088.8345;1973.8546;3020.9859;1.857030;1.347936;94.9565;44645.480
$GNSS;46.78001267;6.66226627;519.709;44645.500;2540710.786;1181276.520;469.942
$Tacheo;1089.0205;1974.0707;3020.9833;1.854228;1.348237;95.0709;44645.555
$Tacheo;1089.1863;1974.2687;3020.9847;1.851680;1.348464;95.1727;44645.661
$Tacheo;1089.3271;1974.4436;3020.9871;1.849452;1.348641;95.2581;44645.765
$Tacheo;1089.4492;1974.5999;3020.9885;1.847474;1.348799;95.3312;44645.873
$Tacheo;1089.5535;1974.7385;3020.9875;1.845735;1.348954;95.3921;44645.979
$GNSS;46.78002239;6.66227746;519.699;44646.000;2540711.651;1181277.592;469.932
$Tacheo;1089.6441;1974.8657;3020.9898;1.844156;1.349052;95.4441;44646.047
$Tacheo;1089.6835;1974.9222;3020.9910;1.843458;1.349092;95.4665;44646.139
$Tacheo;1089.8197;1975.1930;3020.9977;1.840266;1.349159;95.5252;44646.246
$Tacheo;1089.8943;1975.2782;3021.0012;1.839172;1.349236;95.5741;44646.352
$Tacheo;1089.9602;1975.4103;3020.9996;1.837618;1.349318;95.6017;44646.452
$GNSS;46.78002621;6.66227972;519.658;44646.500;2540711.828;1181278.015;469.891
$Tacheo;1089.9919;1975.4830;3021.0001;1.836777;1.349339;95.6129;44646.537
$Tacheo;1090.0517;1975.6359;3021.0021;1.835027;1.349360;95.6306;44646.630
$Tacheo;1090.1056;1975.7920;3021.0039;1.833261;1.349367;95.6421;44646.737
$Tacheo;1090.2122;1976.1659;3021.0046;1.829095;1.349376;95.6489;44646.847
$Tacheo;1090.2711;1976.3689;3021.0009;1.826830;1.349426;95.6532;44646.955
$GNSS;46.78003336;6.66228197;519.670;44647.000;2540712.008;1181278.808;469.903
$Tacheo;1090.3149;1976.5374;3021.0001;1.824965;1.349434;95.6529;44647.050
$Tacheo;1090.3721;1976.7642;3021.0012;1.822458;1.349419;95.6518;44647.156
$Tacheo;1090.4318;1977.0009;3020.9997;1.819842;1.349433;95.6507;44647.263
$Tacheo;1090.4945;1977.2543;3020.9987;1.817044;1.349440;95.6492;44647.369
$Tacheo;1090.5578;1977.5183;3021.0034;1.814135;1.349386;95.6477;44647.475
$GNSS;46.78004462;6.66228541;519.646;44647.500;2540712.283;1181280.058;469.879
$Tacheo;1090.6239;1977.7990;3021.0117;1.811044;1.349294;95.6466;44647.541
$Tacheo;1090.6935;1978.0984;3021.0213;1.807750;1.349189;95.6457;44647.644
$Tacheo;1090.7631;1978.3961;3021.0254;1.804473;1.349144;95.6449;44647.738
$Tacheo;1090.8709;1978.8649;3021.0288;1.799317;1.349103;95.6432;44647.849
$Tacheo;1090.9489;1979.2094;3021.0287;1.795531;1.349101;95.6418;44647.955
$GNSS;46.78006013;6.66229087;519.694;44648.000;2540712.717;1181281.778;469.927
$Tacheo;1090.9868;1979.3783;3021.0276;1.793676;1.349111;95.6411;44648.045
$Tacheo;1091.0637;1979.7223;3021.0241;1.789898;1.349146;95.6400;44648.151
$Tacheo;1091.1835;1980.2696;3021.0204;1.783892;1.349183;95.6388;44648.268
$Tacheo;1091.2672;1980.6597;3021.0193;1.779616;1.349194;95.6387;44648.377
$Tacheo;1091.3518;1981.0607;3021.0191;1.775223;1.349198;95.6392;44648.483
$GNSS;46.78007841;6.66229660;519.713;44648.500;2540713.175;1181283.805;469.946
$Tacheo;1091.4355;1981.4636;3021.0218;1.770812;1.349173;95.6408;44648.548
$Tacheo;1091.5628;1982.0825;3021.0281;1.764040;1.349118;95.6461;44648.657
$Tacheo;1091.6512;1982.5145;3021.0300;1.759314;1.349109;95.6512;44648.763
$Tacheo;1091.7399;1982.9477;3021.0298;1.754576;1.349127;95.6580;44648.870
$Tacheo;1091.8317;1983.3967;3021.0290;1.749665;1.349157;95.6669;44648.974
$GNSS;46.78009930;6.66230226;519.678;44649.000;2540713.630;1181286.123;469.911
$Tacheo;1091.8769;1983.6149;3021.0284;1.747279;1.349177;95.6725;44649.042
$Tacheo;1091.9722;1984.0814;3021.0276;1.742179;1.349215;95.6852;44649.149
$Tacheo;1092.1188;1984.7978;3021.0270;1.734350;1.349279;95.7096;44649.268
$Tacheo;1092.2175;1985.2787;3021.0272;1.729097;1.349324;95.7295;44649.374
$Tacheo;1092.3175;1985.7685;3021.0257;1.723750;1.349391;95.7515;44649.480
$GNSS;46.78012268;6.66230900;519.702;44649.500;2540714.170;1181288.717;469.935
$Tacheo;1092.4646;1986.4987;3021.0229;1.715788;1.349505;95.7870;44649.560
$Tacheo;1092.5612;1986.9846;3021.0222;1.710494;1.349573;95.8129;44649.669
$Tacheo;1092.6550;1987.4669;3021.0223;1.705247;1.349634;95.8393;44649.789
$Tacheo;1092.7923;1988.1760;3021.0229;1.697538;1.349728;95.8822;44649.896
$Tacheo;1092.9166;1988.9180;3021.0206;1.689504;1.349826;95.9134;44650.018
$GNSS;46.78014635;6.66231542;519.702;44650.000;2540714.687;1181291.343;469.935
$Tacheo;1092.9809;1989.1573;3021.0136;1.686884;1.349979;95.9468;44650.046
$Tacheo;1093.0736;1989.6403;3021.0069;1.681647;1.350132;95.9819;44650.154
$Tacheo;1093.1650;1990.1316;3020.9971;1.676327;1.350318;96.0166;44650.263
$Tacheo;1093.2511;1990.6191;3020.9886;1.671057;1.350486;96.0495;44650.370
$Tacheo;1093.3657;1991.4924;3020.9850;1.661667;1.350592;96.0787;44650.474
$GNSS;46.78016952;6.66232140;519.684;44650.500;2540715.169;1181293.914;469.917
$Tacheo;1093.3990;1991.5891;3020.9867;1.660608;1.350630;96.1029;44650.545
$Tacheo;1093.4595;1992.0783;3020.9967;1.655355;1.350569;96.1224;44650.640
$Tacheo;1093.4864;1992.3144;3021.0019;1.652823;1.350532;96.1305;44650.734
$Tacheo;1093.5574;1993.0373;3021.0196;1.645081;1.350385;96.1484;44650.842
$Tacheo;1093.5961;1993.5327;3021.0316;1.639785;1.350271;96.1540;44650.944
$GNSS;46.78019281;6.66232429;519.687;44651.000;2540715.415;1181296.501;469.920
$Tacheo;1093.6105;1993.7570;3021.0373;1.637389;1.350211;96.1545;44651.049
$Tacheo;1093.6455;1994.4933;3021.0543;1.629532;1.350013;96.1473;44651.154
$Tacheo;1093.6592;1995.2136;3021.0741;1.621856;1.349753;96.1264;44651.263
$Tacheo;1093.6557;1995.6682;3021.0851;1.617016;1.349583;96.1039;44651.364
$Tacheo;1093.6447;1996.1303;3021.0915;1.612096;1.349447;96.0748;44651.455
$GNSS;46.78021556;6.66232413;519.728;44651.500;2540715.428;1181299.030;469.961
$Tacheo;1093.6361;1996.3533;3021.0927;1.609722;1.349395;96.0580;44651.548
$Tacheo;1093.5943;1997.0297;3021.0927;1.602522;1.349244;95.9939;44651.653
$Tacheo;1093.5582;1997.4746;3021.0885;1.597783;1.349174;95.9451;44651.760
$Tacheo;1093.5118;1997.8951;3021.0841;1.593302;1.349089;95.8887;44651.865
$Tacheo;1093.4559;1998.3130;3021.0756;1.588846;1.349028;95.8240;44651.973
$GNSS;46.78023635;6.66232008;519.808;44652.000;2540715.142;1181301.344;470.041
$Tacheo;1093.3570;1998.9147;3021.0674;1.582421;1.348863;95.7170;44652.055
$Tacheo;1093.2787;1999.2887;3021.0572;1.578422;1.348779;95.6349;44652.163
$Tacheo;1093.1864;1999.6684;3021.0457;1.574355;1.348679;95.5402;44652.269
$Tacheo;1093.0861;2000.0343;3021.0337;1.570428;1.348569;95.4392;44652.375
$Tacheo;1092.9734;2000.3930;3021.0205;1.566569;1.348445;95.3272;44652.482
$GNSS;46.78025403;6.66231308;519.749;44652.500;2540714.627;1181303.315;469.982
$Tacheo;1092.9123;2000.5686;3021.0145;1.564677;1.348367;95.2671;44652.548
$Tacheo;1092.7041;2001.0680;3020.9988;1.559276;1.348055;95.0649;44652.667
$Tacheo;1092.5478;2001.3920;3020.9927;1.555757;1.347764;94.9153;44652.774
$Tacheo;1092.3783;2001.6939;3020.9885;1.552462;1.347424;94.7540;44652.883
$Tacheo;1092.1870;2002.2128;3020.9881;1.546798;1.347006;94.5781;44652.990
$GNSS;46.78026809;6.66230120;519.633;44653.000;2540713.735;1181304.887;469.866
$Tacheo;1091.8810;2002.4936;3020.9922;1.543663;1.346260;94.2877;44653.048
$Tacheo;1091.6642;2002.7617;3020.9958;1.540677;1.345728;94.0848;44653.158
